Sample_ID,Type,Pseudomonas aeruginosa,Haemophilus influenzae,Streptococcus mitis,Rothia mucilaginosa,Streptococcus parasanguinis,Streptococcus pneumoniae,Klebsiella pneumoniae,Moraxella catarrhalis,Gemella sanguinis,Streptococcus salivarius,Haemophilus parainfluenzae,Streptococcus oralis,Prevotella melaninogenica,Gemella haemolysans,Streptococcus pseudopneumoniae,Serratia marcescens,Neisseria subflava,Streptococcus infantis,Acinetobacter baumannii,Mycobacterium tuberculosis,Leptotrichia wadei,Veillonella atypica,Staphylococcus aureus,Schaalia odontolytica,Streptococcus sanguinis,Veillonella dispar,Veillonella parvula,Sphingomonas melonis,Escherichia coli,Enterococcus faecalis,Sphingomonas sp. FARSPH,Cutibacterium acnes,Aspergillus fumigatus,Malassezia restricta,Plasmodium ovale,Pseudomonas sp. PGPPP1,Pyrrhoderma noxium,Aspergillus terreus,Lentinus tigrinus,Other,Aminoglycoside,MLS,Nucleoside antibiotic,Nitroimidazole antibiotic,Aminocoumarin antibiotic,Beta-lactam,Antibacterial free fatty acids,Streptogramin antibiotic,Triclosan,Fosfomycin,Fluoroquinolone,Fusidic acid,Sulfonamide antibiotic,Diaminopyrimidine,Rifamycin,Tetracycline,Peptide antibiotic,Glycopeptide,Bicyclomycin,Pleuromutilin,Acridine dye,Phenicol,Multidrug,Mupirocin
TTS1160,Sample,6,4882,72,22,24,76,0,3,17,4,4,12,17,4,40,0,5,4,5,10,2,2,1,0,0,0,5,0,14,4,0,4,0,0,0,0,0,0,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1170,Sample,2,31,0,57,3,0,0,0,0,2,0,1,0,1,0,38,0,0,11,32,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1188,Sample,0,46,68,206,101,62,2,0,128,21,408,60,753,21,26,0,2145,66,7,67,109,100,0,42,15,73,28,0,7,2,0,5,0,0,0,0,0,0,0,935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1189,Sample,1,24,153,1543,1339,253,2,0,0,28,212,265,205,0,161,0,128,965,21,356,982,433,11,22,26,250,231,0,18,14,0,2,0,1,0,0,0,0,0,1172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1194,Sample,1,13,3528,323,287,2452,6,0,388,71,79,243,111,437,829,0,36,110,8,116,426,100,29,98,56,75,19,0,9,9,0,15,0,0,0,0,0,0,0,471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1200,Sample,14,11,111,1248,357,113,5,0,162,74,0,12,3,0,26,15,0,13,15,200,0,155,29,4,0,66,23,0,7,14,0,4,0,0,0,0,0,0,0,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1203,Sample,7,0,12,2,7,8,0,0,0,33,0,0,0,0,9,2,3,3,6,9,0,36,2,0,0,3,37,0,3,1,0,7,0,0,0,0,0,0,0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1204,Sample,9,10,247,966,300,176,4,0,382,102,43,192,2161,3,60,1,11,98,5,148,765,300,6,410,14,472,345,0,6,8,0,8,0,0,0,0,0,0,0,2588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1205,Sample,2,10,158,226,421,136,0,4,241,56,98,96,539,45,29,0,2,111,14,58,46,241,7,26,10,168,123,0,15,8,0,3,0,0,0,0,0,0,0,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1210,Sample,3,216,565,1123,358,386,2,0,178,162,2614,478,424,81,75,0,438,92,7,239,575,169,5,216,636,200,47,0,11,16,0,3,0,0,0,0,0,0,0,1176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1212,Sample,2488,5,1,2,14,6,153,0,2,0,7,3,10,0,2,13,0,2,224,3,1,1,5,1,0,4,0,0,14,6,0,1,0,0,0,0,0,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1214,Sample,0,83,4995,706,1002,3284,8,2,2044,48,238,780,163,379,968,1,20,517,13,202,251,280,30,190,141,73,39,0,6,4,0,2,0,2,0,0,0,0,0,692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1223,Sample,9,1708,250,31,26,86,2,5,24,3,10,11,12,39,48,0,4,12,5,8,2,10,2,9,0,10,3,0,4,10,0,0,0,0,0,0,0,0,0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1263,Sample,2,352,207,3,29,107,0,2,97,2,51,42,31,277,57,1,48,4,9,6,22,1,16,5,9,11,11,0,2,6,0,3,0,3,0,0,0,0,0,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1272,Sample,2,10,365,31,175,251,3,0,39,28,7,101,106,41,90,0,9,66,14,22,95,257,26,123,1,105,32,0,8,3,0,1,0,0,0,0,0,0,0,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1301,Sample,3,183,6,17,6,14,6,1,8,25,6,3,3,4,0,4,0,0,8,9,0,15,3,0,0,5,2,0,3,5,0,1,0,0,0,0,0,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1320,Sample,8,4,429,203,634,307,22,2,12,222,28,185,101,10,78,88,3,120,20,59,1,468,2031,86,83,319,199,0,23,14,0,5,0,0,0,0,0,0,0,991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1330,Sample,3,2156,10,46,6,11,2,6,0,12,15,6,1,0,0,0,12,1,2,6,3,5,0,1,0,3,4,0,24,2,0,8,0,0,0,0,0,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABX-HMSP1410-M-22,Blank-seq,0,0,1,1,0,4,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,4,0,0,1,0,0,1,3,0,9,1,1,1,0,3,0,1,1514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABX-HMSP1561-I-BR-M-01,Blank-seq,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABX-HMSP1563-I-BR-M-01,Blank-seq,6,0,0,0,0,1,4,0,0,0,1,1,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,2,2,1,14,0,9,2,0,0,0,1,6514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
