,ANT(9)-Ia,tet(L),tetO,catQ,AAC(6')-Ic,MexB,AAC(6')-Ie-APH(2'')-Ia,ErmF,ErmT,ErmC,ErmX,tet(K),MexC,MexD,OprJ,SAT-4,ceoA,ceoB,APH(6)-Id,opcM,rosB,ANT(2'')-Ia,acrB,Escherichia coli acrA,kdpE,msbA,mdtH,ugd,mdtA,mdtB,mdtC,yojI,emrR,bacA,acrS,acrE,mdtM,SHV-16,tet(J),CfxA2,tet(G),smeA,smeB,smeC,smeS,smeR,AAC(6')-Iy,aadA2,farA,farB,mtrD,mtrC,Mef(En2),ErmB,ACC-3,cmx,TriA,TriB,TriC,OprM,fosA,PmpM,Pseudomonas aeruginosa soxR,MexE,MexF,OprN,OpmB,MuxC,MuxB,MuxA,arnA,mexK,mexJ,mexL,ArmR,mexG,mexH,opmD,mexV,mexW,OpmH,Pseudomonas aeruginosa emrE,AAC(3)-Ia,IND-3,mphB,dfrA16,patB,patA,pmrA,mefE,adeB,sdiA,aadA10,sul2,mel,Streptococcus agalactiae mprF,tet(A),tet37,dfrC,lsaA,Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin,Enterococcus faecium chloramphenicol acetyltransferase,catB2,oqxA,oqxB,OXA-85,tet(41),OXA-50,norA,TEM-126,aad(6),mepA,tet(38),macA,macB,Staphylococcys aureus LmrS,tet(39),adeJ,adeK,lnuC,qacH,arlS,Enterobacter cloacae acrA,APH(3'')-Ib,Acinetobacter baumannii AbaF,mecR1,mdtG,aadA13,PC1 beta-lactamase (blaZ),OXA-114a,FosA2,dfrA27,arr-3,aadA16,tet32,Acinetobacter baumannii AbaQ,adeI,aadA12,PDC-8,Acinetobacter baumannii AmvA,CfxA6,ANT(4')-Ib,hmrM,Bifidobacteria intrinsic ileS conferring resistance to mupirocin,lsaC,sul1,CTX-M-110,CrpP,tetA(46),tetB(46),ACT-10,basS,Escherichia coli mdfA,ramA,GES-21,catB3,mecA,APH(3')-IIIa,adeN,ANT(6)-Ia,Chryseobacterium meningosepticum BlaB,MIR-14,RlmA(II),FosA5,AAC(6')-Ib7,adeL,bcr-1,gadW,tetA(60),tetB(60),qnrE1,lmrD,mphA,emrK,emrY,Staphylococcus aureus norA,marA,baeS,baeR,emrA,SRT-1,mexX,mexY,mphC,H-NS,evgA,cpxA,mgrA,mepR,emeA,tet(B),mexM,mexN,mexP,mexQ,opmE,gadX,mdtE,CRP,mdtP,mdtO,mdtN,eptA,pgpB,Klebsiella pneumoniae KpnE,Klebsiella pneumoniae KpnF,Escherichia coli ampH,CTX-M-137,Klebsiella pneumoniae OmpK37,tetW,catI,msrA,catS,mupA,APH(3')-IIb,mtrE,tetQ,BRO-2,L1 beta-lactamase,smeD,smeE,smeF,Klebsiella pneumoniae acrA,Erm(33),aphA15,APH(3')-Ia,fusC,amrA,IND-6,aadA6,adeF,SHV-100,tetM,dfrA22,Escherichia coli ampC1 beta-lactamase,efrB,ICR-Mc,OprZ,AxyX,Klebsiella pneumoniae KpnG,Staphylococcus aureus FosB,dfrE,MexA,Pseudomonas aeruginosa catB7,mexI,Escherichia coli ampC,Corynebacterium striatum tetA,Pseudomonas aeruginosa CpxR,arlR,MCR-9,efrA
IT338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.32246163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3854411,219.8483265,0,0,46.7879031,0,0,0,0,0,297.7992695,0,0,0,0,0,0,349.5465716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.7834467,0,0,0,0,0,0,0,0,0,0,0,224.8584943,164.2001829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.6783531,0,0
IT339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.410045229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT361,0,0,5.458896624,0,0,0,0,3.222441475,0,0,0,0,0,0,0,0,0,0,7.882929069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.759105082,0,0,0,0,0,0,0,0,0.733175585,5.386833459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7682304,20.78666223,12.91554843,0,0,0,0,0,4.772883306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.071479535,3.39082542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.030167036,0,0,0,0,0,0,0,1.3892821,0,0,0,0,0,0.78354116,7.307030584,0,0,0,0,0,0,0,5.212012385,0,0,0,0,13.609873,0,0,0,0,0,10.90469449,0.685208947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.917552192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.244823042,0,0,0,0,0,0,5.034461273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT381,0,0,0,0,0,20.30226417,0,0,0,0,0,0,5.284031689,0,28.94604678,0,0,0,27.73911192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.302561472,0,0,5.284031689,5.133472144,10.56102842,0,0,0,0,0,0,0,25.92915847,0,9.630803977,0,5.284031689,0,9.413510471,17.35465723,147.4070162,0,9.341254661,9.92004948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58085705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.14434215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.87245965,0,0,0,0,0,0,10.52596575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.47035454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.37157051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.753596731,0,0,0,0,0,0
IT52,0,0,0,0,0,8.02808539,0,0,0,0,0,0,8.01739711,0,8.01739711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0454825,15.12843111,16.0454825,31.92198005,29.94342788,0,66.71863225,30.65991002,14.05539535,0,8.02808539,0,8.02808539,0,31.4161267,14.66782259,8.01739711,22.9943167,0,0,16.05617078,0,16.0454825,30.02642583,6.624004457,58.24567917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26616184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.20911594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.42861711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.35305962,0,0,0,0,0,0,0,0,16.0454825,8.02808539,45.99787989,40.5313829,16.0454825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.40670323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.01739711,24.24406373,20.48677425,0,0,12.04123627,0,0,0
IT85,0,0,0,0,0,0,0,16.61290393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.09037121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.671267155,0,0,0,0,0,0,0,0,0,0,14.38589019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.9384666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.37971738,0,0,0,0,0,0
KL0002,0,0,0,0,0,0,2.498976668,34.38368745,0,3.620091225,1147.938913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.38483799,0,0,0,0,0,0,0,0,0,0,0,0,0,3.248545243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.359612102,0,0,0,0,0,0,17.39912112,0,0,0,0,2.719224204,0,0,0,0,0,0,0,0,0,0,5.182801412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.573588428,0,0,0,0,7.113924666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.452241865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.815564816,0,3.199333986,0,0,55.78456502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.995258851
KL0003,0,0,19.9536191,0,0,1.299048989,0,28.04071073,0,0,56.42242444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.74762519,0,0,0,0,0,0,0,0,0,0,0,0,0,21.36066241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.97019219,95.18671673,86.44893094,0,0,0,0,0,21.27374869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3521376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.436636711,0,0,0,0,0,0,0,0,0,3.774679466,0,0,0,10.01007042,16.06942515,0,0,0,0,0,0,0,0,0,0,0,0,68.27176952,0,0,0,0,0,13.93092339,1.230842739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.76597071,0,0,0,0,0,0,4.881530695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.96359357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL0004,0,0,0,0,0,0,0,0,0,0,40.21592518,0,27.56206804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.79021389,0,0,0,0,53.41895847,0,0,0,0,0,0,27.58042779,0,25.2571172,0,0,0,0,0,0,0,27.58042779,27.48892118,27.58042779,0,0,0,0,0,0,0,0,0,0,0,0,0,8.417516637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.62625411,107.7894306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.14249583,0,24.31602058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL0006,0,0,0,0,0,0,0,0,0,0,0,0,24.44523806,0,16.28958663,0,0,0,0,0,0,47.64933172,0,0,0,0,0,0,0,0,0,0,69.53496042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.30044474,0,0,0,0,0,0,15.13124668,0,11.68728567,0,0,32.05322642,31.68859533,0,25.77056064,0,0,0,0,0,0,0,0,0,0,0,22.37253263,0,0,0,0,35.18170275,0,0,0,0,0,0,0,0,0,0,0,0,9.305188914,0,0,0,0,0,0,0,0,0,0,0,0,32.62260572,28.57228999,6.415614402,0,0,0,21.65398697,0,15.01057874,0,0,0,0,0,133.3723316,0,0,0,0,8.15565143,15.72434751,0,0,0,0,0,0,0,0,0,36.46278331,0,0,0,76.47055945,32.5359138,0,74.63139943,0,0,0,0,0,0,0,0,0,0,0,16.31130286,8.254693074,0,0,0,0,0,0,0,0,0,0,0,43.01468969,0,0,16.07892137,0,0,29.58560065,0,0,0,0,0,0,0,0,0,18.87958745,0,0,0,81.24982194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.77380479,0,0,0,0,0,0,0,0,0,0,8.15565143,24.0012218,14.79280032,0,0,0,0,15.84972672,0
KL0007,0,0,0,0,0,0,0,27.54670287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.569402993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.99307069,50.35808614,6.32596233,0,0,0,0,0,8.573895139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.40218036,0,0,0,0,0,0,0,0,0,0,0,0,16.10049828,0,0,0,0,0,6.31754019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.74439196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.71499607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL0008,0,0,0,0,0,0,0,11.56563809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL0009,0,0,0,0,0,19.40617044,0,0,0,0,0,0,29.16075714,19.44482231,55.63386685,0,0,19.43186965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.06238476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.563150759,9.728887486,87.25617842,47.95562546,0,67.37652284,0,19.45777497,22.98905125,27.79013303,9.715934825,21.69024119,19.44482231,0,38.57112383,67.05403396,0,31.7460202,656.7971942,58.64868333,76.31840874,37.55395643,19.44482231,57.0937263,38.67190645,61.44033622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.4176717,0,0,0,48.63148477,0,0,0,0,109.1025239,0,0,0,0,0,0,0,0,0,97.49662922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.01665599,38.88964462,0,0,0,0,0,0,0,0,19.40617044,18.17369104,0,11.44248796,36.43388579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1357938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.00390366,141.8212343,43.74310128,0,0,14.59225048,0,0,0
KL0010,0,0,0,0,0,0,0,0,0,0,3.222618774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.23737541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.24029613,20.9464502,32.21170504,0,0,0,0,0,13.66575548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.588511424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.30608946,2.993488718,0,0,0,0,0,0,0,0,0,0,0,0,7.593102511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.74944322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.489900541,0,0,0
KL0011,0,0,5.080797009,0,0,4.971285418,0,8.033580134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.2722146,98.23477718,57.93271129,0,0,0,0,0,17.96053012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.530930025,0,0,0,0,0,2.938359642,0,0,0,0,0,0,0,0,0,0,0,0,0,23.17153228,0,0,0,0,0,5.534614309,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76362287,0,0,0,0,0,0,0,0,0,5.459251045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.178503825,0,0,0,0,0,0,13.53774681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL0012,0,0,0,0,0,32.97544512,0,0,0,5.385406001,33.06521537,0,9.856227657,18.97338354,25.58324031,0,0,0,91.85094166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.19596371,17.28848057,19.54286897,13.49710841,28.17818772,20.4135938,19.84091564,18.90222425,5.884772247,0,21.14108399,11.12319939,9.566628555,21.31015247,6.028260625,22.91621019,35.80474039,13.34286566,15.6848689,0,26.97143088,25.25471843,52.50885977,12.88558101,19.50709218,6.067844632,20.11351418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.764580369,3.993691712,0,0,0,0,0,0,0,0,0,0,111.6763216,0,5.826440426,0,0,4.943275308,4.343417445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.77712141,0,0,0,0,2.782329669,0,0,0,0,0,0,0,0,0,20.03770808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.43726283,0,0,0,0,0,0,0,0,5.704910257,15.49303189,15.07278345,11.28229942,13.73630332,0,0,0,0,0,0,0,0,0,0,0,0,0,41.88893951,0,0,0,0,30.59703088,0,0,0,0,0,0,0,0,0,0,132.4697056,0,0,0,0,0,0,0,0,0,0,0,7.949856074,0,0,0,0,7.70408294,15.41612196,43.18521298,0,88.74706769,19.75986421,0,0,0
KL0013,0,0,0,0,0,46.33145578,0,0,0,0,81.01522614,0,5.904029795,5.203407982,92.45692744,0,0,0,173.2812206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.139326,0,35.34599121,5.8961694,27.81211329,21.38310362,34.6980347,32.67057799,35.26097188,14.12906953,28.70359875,11.69231111,4.580338445,17.71208938,0,45.55202151,46.07768323,21.49851203,29.04407154,43.80011554,18.19174128,23.592538,0,23.20742216,5.888329908,35.41631837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.53316646,0,0,0,0,0,0,0,88.55399138,0,5.904029795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.91010008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.12932342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.70878698,0,0,0,0,0,18.21668425,0,0,0,0,23.61611918,11.8001992,21.90126458,52.58402818,0,0,0,0,0,0,0,0,0,0,0,0,0,86.82800511,0,0,0,0,40.26430234,0,0,0,0,0,0,0,0,0,0,114.4154582,0,0,0,0,0,0,0,0,0,0,0,11.64727261,5.904029795,0,0,0,33.19214218,9.653210256,36.45498024,0,107.264934,17.69310616,0,0,0
KL0014,0,0,0,0,0,0,0,54.34669801,0,0,88.34676309,0,0,0,0,0,0,0,239.6482361,0,0,0,0,0,0,0,0,0,0,0,0,0,24.80703193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.32471515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.90165271,0,0,0,0,0,0,0,0,0,12.92346783,0,45.75624694,0,0,0,0,0,0,0,0,0,0,0,10.19471036,80.22145523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.9716241,0,0,0,0,0,0,13.90601391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.3062438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.35516957,0,0,0,0
KL0016,0,0,0,0,0,0,0,0,0,0,4.976770023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45062941,0,0,0,0,0,0,55.05551781,0,0,0,1.255530656,0,0,0,0,0,0,0,0,0,0,0,2.611649812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.02054656,17.20994763,13.82702211,0,0,0,1.499889562,0,3.945167769,0,12.19456429,0,0,0,0,0,0,4.087833428,0,0,0,0,0,0,0,0,1.347589266,0,0,1.74216299,0,0,0,0,0,0,0,0,0,0,0,0,1.773060833,0,0,5.198190518,1.091883717,2.206722044,0,0,0,0,0,0,0,0,1.29309859,0,0,12.70858193,0,0,2.347481078,9.369803857,0,0,0,0,0,0,0,0,0,0,0,0,11.99443608,8.832597216,4.025475722,0,0,0,0,0,0,0,3.120538198,0,0,0,8.377783868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.041646125,0,0,0,0,0,3.366978213,4.455227783,0,0,2.878979472,0,0,0,0,0,0,0,16.05965873,1.385136287,0,0,0,0,2.216210794,0,0,0,0,0,0,0,0,3.214730999,0,0,0,0,0,0,0,3.58402275,0,0,0,0,0,0,0,0,2.659332105,0,0
KL0017,0,0,0,0,0,26.73227401,0,0,0,0,0,0,0,0,25.87921131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9138626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.2612767,0,0,0,0,0,0,0,0,0,0,0,0,26.69673103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.872759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.61549095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.08345152,0,0,0,0,0,0
