Class	FreqEx	NonEx	NonEx	FreqEx	Ex	NonEx	Ex	Ex	Ex	FreqEx	FreqEx	NonEx	Ex	Ex	NonEx	NonEx	NonEx	Ex	Ex	Ex	FreqEx	Ex	NonEx	Ex	Ex	Ex	Ex	Ex	FreqEx	Ex	FreqEx	Ex	Ex	NonEx	Ex	FreqEx	NonEx	FreqEx	FreqEx	Ex	Ex	Ex	Ex	FreqEx	FreqEx	Ex	Ex	Ex	NonEx	FreqEx	NonEx	FreqEx	Ex	FreqEx	FreqEx	FreqEx	Ex	NonEx	FreqEx	Ex	Ex	Ex	Ex	NonEx	Ex	Ex	FreqEx	Ex	Ex	Ex	NonEx	Ex	FreqEx	Ex	Ex	NonEx	NonEx	FreqEx	NonEx	FreqEx	Ex	Ex	NonEx	Ex	Ex	FreqEx	Ex	Ex	Ex	FreqEx	Ex	FreqEx	FreqEx	FreqEx	FreqEx	Ex	Ex	FreqEx	FreqEx	FreqEx	Ex	FreqEx	Ex	FreqEx	Ex	NonEx	Ex	Ex	Ex	Ex	Ex	Ex	NonEx	Ex	Ex	NonEx	Ex	Ex	FreqEx	NonEx	NonEx	NonEx	NonEx	NonEx	NonEx	NonEx	FreqEx	FreqEx	NonEx	NonEx	FreqEx	Ex	NonEx	Ex	Ex	Ex	NonEx	NonEx	NonEx	NonEx	NonEx	FreqEx	Ex	FreqEx	FreqEx	Ex	FreqEx	Ex	Ex	Ex	NonEx	FreqEx	NonEx	FreqEx	NonEx	Ex	NonEx	Ex	NonEx	NonEx	Ex	NonEx	FreqEx	Ex	Ex	Ex	Ex	FreqEx	NonEx	FreqEx	NonEx	NonEx	Ex	NonEx	NonEx	NonEx	NonEx	NonEx	Ex	NonEx	NonEx	NonEx	NonEx	FreqEx	Ex	FreqEx	Ex	Ex	FreqEx	NonEx	Ex	NonEx	FreqEx	NonEx	Ex	NonEx	Ex	Ex	FreqEx	Ex	NonEx	Ex	Ex	NonEx	NonEx	Ex	Ex	NonEx	NonEx	NonEx	NonEx	NonEx	NonEx	NonEx	Ex	NonEx	Ex	NonEx	NonEx	NonEx	NonEx	FreqEx	FreqEx	NonEx	Ex	Ex	NonEx	Ex	NonEx	Ex	Ex	FreqEx	Ex	NonEx	Ex	Ex	Ex	Ex	FreqEx	Ex	FreqEx	NonEx	Ex	NonEx	FreqEx	FreqEx	NonEx	NonEx	Ex	NonEx	NonEx
Streptococcus_sp._I-P16	0	0	0	5	0	0	0	4	0	0	0	0	15	0	4	0	0	1	0	0	0	20	0	5	0	0	3	2	3	0	0	3	19	3	1	7	10	4	14	0	9	5	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	8	0	2	0	2	6	0	28	5	0	61	20	0	0	0	0	0	20	0	40	23	3	0	7	0	0	0	1	0	9	0	0	0	1	0	0	0	0	1	5	19	3	0	0	6	0	1	0	0	0	0	0	0	30	4	0	2	0	3	7	0	26	0	11	0	0	2	0	0	1	2	35	16	2	0	1	0	0	0	0	0	1	0	3	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	2	25	0	0	269	3	0	0	0	0	18	4	0	15	0	5	0	6	6	0	0	7	0	10	0	0	0	0	1	3	2	9	4	4	0	6	0	1	6	0	0	4	2	0	0	0	0	1	0	0	0	0	0	3	3	0	0	0	4	12	0	6	0	0	0	0	1	0
Streptococcus_sp._oral_taxon_431	0	0	0	9	8	0	3	0	0	0	0	0	7	0	7	0	4	1	0	0	14	84	0	2	0	0	22	7	47	1	0	5	31	8	2	91	9	15	19	0	0	1	24	0	0	0	0	0	4	0	0	0	0	2	0	0	5	8	1	2	0	0	0	2	14	2	3	0	101	15	0	0	2	4	0	18	18	0	0	0	1	0	5	0	10	1	1	0	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	16	0	4	5	4	0	1	0	0	5	6	3	0	0	1	3	14	0	0	0	0	12	2	8	0	2	1	0	11	0	0	11	2	12	14	0	26	6	13	10	2	10	0	1	0	100	0	4	0	0	0	0	2	2	0	0	0	0	0	1	1	6	0	0	0	0	0	0	7	0	0	12	1	0	0	0	3	0	1	15	2	4	0	0	8	0	0	0	0	0	19	4	3	3	0	6	0	9	28	3	0	0	0	3	0	0	0	0	2	3	10	5	11	2	0	0	6	0	20	0	0	14	11	4	3	0	0	0	0	2	0	0	3	17	3	0	2	17	6	23	0	100	0	0	6	0	11	0
Streptococcus_thermophilus	0	0	0	12	4	0	12	8	0	0	0	0	56	0	44	0	0	1	3	0	67	51	0	8	3	0	5	8	8	0	0	10	20	2	4	21	9	23	40	2	6	17	1	0	0	0	0	0	3	8	2	1	0	0	0	0	7	4	30	0	2	0	1	0	10	3	0	2	2	15	10	0	11	1	0	19	24	0	0	0	34	0	8	0	89	19	2	0	20	1	20	8	3	1	4	0	0	0	1	0	0	0	0	17	0	6	2	0	0	6	3	0	1	1	17	36	0	0	119	16	4	3	0	1	11	6	7	0	125	1	0	19	5	0	23	4	7	10	0	6	2	13	1	0	4	0	164	3	41	0	0	1	1	0	4	138	0	0	13	13	2	0	2	1	12	3	0	0	1	0	0	1	6	0	8	4	0	0	1	2	0	14	7	0	16	1	0	18	5	0	0	4	0	14	76	18	19	0	51	0	61	11	36	0	0	7	5	3	0	0	0	2	0	62	10	14	0	3	192	48	0	9	0	0	15	34	1	3	0	8	825	0	1	0	0	4	13	19	9	9	66	3	16	0	15	0	4	1	4	49	0
Streptococcus_vestibularis	7	0	0	6	2	0	30	1	0	0	0	0	26	0	62	0	0	4	9	1	34	18	3	3	3	0	11	3	5	1	0	5	18	0	6	0	25	20	13	4	1	8	4	5	0	1	0	0	2	0	0	0	0	0	0	0	0	7	105	0	6	0	1	3	9	1	0	5	0	9	2	0	4	2	0	10	16	0	0	0	22	0	2	0	105	4	1	1	9	0	7	2	1	1	2	0	0	1	3	0	0	0	0	5	0	3	7	1	1	11	2	0	1	5	29	41	0	0	46	32	0	3	3	3	9	3	3	0	70	8	1	17	3	2	173	5	1	11	0	1	9	5	2	4	8	0	85	0	42	0	1	0	1	0	0	52	2	0	19	2	0	12	13	0	12	0	3	8	0	3	0	2	1	0	22	2	2	0	0	3	0	9	5	0	7	0	0	15	7	0	0	13	0	16	364	3	12	0	24	0	32	13	40	0	0	8	4	7	3	0	0	4	1	28	8	4	1	0	198	556	2	6	7	0	12	22	1	1	5	23	39	0	1	0	4	1	4	13	7	20	7	27	6	0	19	3	0	0	6	71	0
Clostridium_botulinum	0	0	0	2	2	0	0	0	6	0	0	0	3	0	2	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	5	4	0	0	0	2	3	3	0	1	1	1	1	2	0	0	0	0	1	0	0	0	1	2	0	0	0	1	0	4	0	0	1	3	2	0	0	1	2	0	0	6	0	0	3	5	0	0	0	7	0	2	0	6	0	0	8	1	0	1	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	2	1	0	0	0	0	0	3	2	0	0	1	0	1	1	9	0	43	0	1	1	0	2	4	1	6	5	3	1	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	1	0	0	0	0	0	0	0	0	0	5	0	1	61	0	0	0	4	0	1	1	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	4	1	5	2	0	0	0	0	2	2	0	0	3	0	0	4	0	2	1	0	2	4	1	0	0	0	2	1	1	2	0	1	5	0	1	0	0	3	11	3	1	0	3	4	3	0	2	0	0	8	0	5	0
Mogibacterium_diversum	0	0	0	47	6	0	4	0	0	0	0	0	30	0	27	0	0	7	5	0	0	11	0	127	0	0	15	7	1	0	0	31	143	80	70	0	125	106	84	0	289	56	3	0	5	0	0	14	6	7	3	0	5	11	1	0	0	11	22	0	15	0	0	14	82	363	2	36	0	61	0	1	128	0	0	41	200	0	0	0	265	0	33	0	0	0	37	0	9	1	0	11	77	2	11	0	0	0	2	0	0	0	0	56	1	13	254	1	10	15	2	1	0	0	3	0	0	0	80	10	0	17	0	2	15	1	1	0	0	16	11	32	4	3	0	8	67	49	2	4	57	3	0	6	2	0	66	84	7	0	5	0	17	1	0	0	9	89	2	2	0	0	0	17	45	0	0	0	21	0	4	0	0	24	32	0	0	5	0	2	0	14	58	2	3	1	0	29	1	0	0	5	0	56	4	0	24	0	30	0	118	37	3	3	0	7	2	12	10	0	3	43	0	196	34	731	0	0	2	7	49	5	6	0	22	202	52	17	0	22	35	0	90	0	0	148	285	16	0	2	172	140	167	0	7	0	2	36	0	1	0
Lachnospiraceae_bacterium_oral_taxon_500	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	7	0	0	1	0	0	0	0	0	0	0	0	5	5	3	0	0	2	10	0	1	10	1	1	0	0	0	0	0	0	3	0	0	3	0	0	3	3	4	1	0	0	0	1	9	8	0	0	2	3	0	0	17	0	4	1	9	0	0	0	4	0	8	0	0	0	5	0	0	0	8	0	17	1	1	0	0	0	0	0	0	0	0	3	0	25	8	0	0	2	0	0	3	2	0	3	0	0	2	5	0	0	0	0	17	2	8	0	0	3	0	2	0	8	0	3	2	5	2	1	13	0	0	0	1	0	3	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	1	0	7	1	5	7	0	2	0	0	2	0	0	0	0	0	0	6	0	1	0	2	289	2	5	0	0	0	0	0	0	0	0	2	0	0	9	0	8	0	0	4	0	3	0	0	0	0	10	1	0	0	2	13	0	1	0	0	0	4	2	0	0	12	0	1	0	0	0	2	3	0	0	0
Filifactor_alocis	0	0	0	1	1	0	0	0	0	0	0	0	0	0	112	0	0	15	1	0	0	0	0	1	0	0	0	0	0	0	0	0	123	0	0	0	1	0	0	0	0	0	16	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	1	1	7	0	1	0	0	3	0	0	0	0	0	0	115	0	3	0	43	0	0	0	0	0	74	0	0	0	0	0	0	0	4	0	57	2	0	0	0	0	1	0	0	0	0	1	0	111	0	0	34	14	0	5	2	0	0	0	0	0	7	22	0	60	0	0	21	0	6	0	0	0	12	0	0	549	2	0	11	0	1	0	61	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	35	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	16	0	0	85	17	9	0	0	0	0	0	0	2	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	27	0	0	0	0	2	0	0	0	0	0	0	1	0	64	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Veillonella_atypica	0	0	0	72	41	0	6	0	61	0	0	0	373	0	148	0	0	7	10	2	129	24	22	43	5	2	11	16	17	0	1	33	17	46	138	27	18	62	34	14	92	44	15	3	30	0	0	6	49	6	4	7	10	48	1	0	18	88	60	4	114	1	2	43	163	216	0	18	15	75	62	0	138	2	4	40	125	4	1	1	639	0	8	5	5	231	8	24	37	2	15	16	40	2	6	0	0	1	0	0	0	0	0	334	0	94	205	1	16	14	2	1	14	7	214	98	0	3	82	83	0	31	1	1	68	60	77	2	590	43	12	591	36	3	49	16	64	110	3	12	327	24	5	1	169	0	224	67	23	0	5	0	1	1	1	11	3	591	2	0	32	0	86	34	103	13	2	7	22	0	0	18	38	29	274	0	18	1	2	7	0	79	39	0	9	2	0	36	19	0	0	8	0	45	121	7	257	0	564	0	946	354	37	0	13	23	12	53	9	6	0	57	6	488	203	353	6	0	197	1093	945	7	21	10	91	726	41	787	0	120	407	0	57	2	0	100	433	100	155	36	300	241	169	1	280	10	1	257	15	468	5
Veillonella_dispar	0	0	0	55	13	0	10	0	88	0	0	0	574	0	149	0	0	3	3	2	32	16	5	63	12	10	14	3	54	0	0	65	9	63	48	13	20	80	65	2	88	84	16	1	19	3	0	11	9	7	3	0	15	31	2	0	75	40	183	4	70	3	0	22	78	103	0	24	84	171	96	0	38	85	3	99	27	0	0	0	356	0	12	37	16	128	5	72	518	0	154	14	106	4	17	2	0	0	8	0	0	0	0	206	3	63	448	3	7	14	0	2	26	1	74	33	0	0	309	79	2	87	0	5	25	120	432	0	329	20	13	53	20	5	31	15	135	144	4	20	244	56	19	12	67	1	95	78	11	0	21	2	2	1	1	6	23	39	1	0	42	0	30	28	116	0	1	6	37	4	0	6	80	9	161	7	2	1	0	26	0	89	9	5	4	9	0	29	11	0	6	9	0	52	65	10	47	0	215	0	120	75	62	0	21	6	7	45	5	0	0	8	6	200	118	440	17	1	161	227	165	33	76	7	60	145	49	326	2	54	138	0	16	0	1	73	250	75	66	3	472	168	200	4	73	10	11	105	5	319	3
Veillonella_parvula	0	0	0	48	8	3	4	9	1001	0	0	0	605	0	55	0	0	11	1	1	46	31	4	29	2	11	12	11	90	2	1	133	22	23	82	1	37	28	18	37	22	46	77	5	13	3	0	0	9	1	1	4	8	20	0	0	38	36	1107	0	43	0	0	10	23	82	0	10	390	242	138	0	69	13	7	40	20	0	0	1	476	0	29	42	105	531	31	443	108	2	65	135	65	0	16	11	0	1	3	0	0	0	0	87	4	21	128	5	11	28	0	4	17	1	134	9	0	1	61	67	0	8	0	7	28	46	199	3	242	6	5	94	37	0	66	14	66	38	1	49	101	21	8	16	111	0	74	15	43	1	3	4	20	5	12	3	9	233	14	2	12	0	7	1	58	0	7	17	102	3	0	18	21	5	37	0	0	0	0	22	2	71	5	7	5	1	0	31	5	0	5	4	0	8	120	7	115	3	96	0	98	35	54	2	16	8	13	27	0	6	0	15	2	138	146	127	11	1	80	248	183	62	13	0	36	60	26	331	15	43	839	0	27	5	0	28	231	19	23	37	345	123	47	0	39	3	11	32	2	199	4
Parvimonas_micra	0	0	0	53	7	0	0	0	0	0	0	0	31	0	118	0	0	18	0	0	0	0	2	51	0	0	12	2	28	7	0	71	111	0	51	0	42	96	1	0	17	2	118	1	3	2	0	4	9	14	10	0	0	13	0	0	9	11	3	23	19	1	12	0	112	26	10	14	1	1	2	1	102	9	64	28	35	0	0	0	6	0	19	0	1	0	16	0	10	0	2	0	60	2	0	0	0	0	0	0	0	0	0	18	0	14	9	0	10	9	0	3	0	0	5	0	0	17	10	71	0	5	0	0	28	2	2	0	1	4	2	41	1	270	3	2	22	3	0	9	56	36	88	12	0	0	49	0	64	0	5	0	9	1	0	0	0	9	0	1	0	0	0	26	20	0	0	3	21	10	0	0	7	0	33	43	0	202	0	16	0	6	49	9	27	0	0	3	0	0	0	2	0	0	2	0	1	0	10	119	9	9	5	0	0	0	0	0	0	0	133	5	2	0	19	57	0	0	16	135	177	29	0	0	22	10	4	2	0	26	17	0	1	0	0	0	0	24	0	0	2	73	44	0	11	15	4	0	0	55	0
Fusobacterium_nucleatum	0	0	6	157	178	0	4	2	32	0	0	0	67	0	224	0	0	47	8	2	7	13	1	33	2	5	2	6	38	5	0	51	16	41	42	0	38	18	3	5	20	12	44	15	9	28	0	6	25	111	46	1	15	144	2	0	39	42	5	413	39	48	4	17	170	617	539	35	8	0	0	0	383	0	50	71	155	0	0	0	35	0	33	0	0	0	1	1	4	4	17	0	286	23	4	1	0	0	1	3	0	0	0	111	2	557	261	2	212	41	0	3	5	0	12	1	0	17	80	228	0	199	1	3	92	9	3	0	3	45	18	197	7	3004	42	12	305	55	3	51	413	70	18	5	38	0	62	4	68	1	21	0	35	0	0	0	1	9	2	8	3	0	0	56	100	0	10	4	84	33	0	3	5	0	239	27	0	2407	2	112	0	116	247	33	120	0	0	3	2	0	0	1	0	7	73	11	50	0	20	1047	82	73	5	2	0	1	18	5	0	5	3013	23	2	42	1082	227	5	3	63	412	586	50	0	0	24	122	14	142	0	53	20	0	0	0	0	48	15	112	0	0	91	96	51	0	178	4	16	8	0	199	0
Fusobacterium_periodonticum	0	0	0	91	37	0	16	0	0	0	0	0	2	0	33	0	0	6	0	0	0	1	0	3	0	0	3	0	11	0	0	0	3	12	7	0	14	6	0	0	4	15	0	4	20	0	0	4	17	2	17	0	9	29	0	1	3	15	0	5	4	0	0	9	59	276	2	8	0	0	0	0	38	0	1	87	27	0	0	0	1	0	38	0	0	0	0	1	0	5	1	0	38	0	7	0	0	0	0	0	0	0	0	89	0	43	54	0	5	57	0	12	5	0	0	0	0	3	43	22	0	9	0	2	21	0	0	0	0	56	3	7	1	19	10	41	470	76	5	2	109	47	0	0	22	0	24	16	7	0	0	0	1	0	0	0	0	0	0	1	0	0	4	0	36	0	0	0	3	1	0	0	0	0	51	5	0	13	0	286	0	52	41	11	7	0	0	3	0	0	0	0	0	25	0	1	0	0	13	9	5	66	5	0	0	0	7	0	2	0	11	21	11	18	4	199	3	1	1	5	15	9	0	0	4	77	6	1	0	0	3	0	2	1	0	69	13	32	0	0	111	5	17	0	9	1	4	3	0	0	1
Fusobacterium_pseudoperiodonticum	0	0	0	106	85	0	8	0	0	0	0	0	2	0	57	0	0	6	6	0	0	0	2	8	3	3	3	0	13	1	0	0	3	46	9	0	26	4	0	0	6	31	0	6	19	4	0	14	8	2	19	0	12	77	0	0	13	64	0	10	20	2	5	18	95	792	3	20	1	3	0	0	76	0	9	340	129	1	0	0	1	0	65	0	0	0	0	0	0	4	2	0	54	4	34	0	0	0	2	1	0	0	0	84	0	105	222	1	11	125	0	12	9	0	8	0	5	1	121	33	0	34	1	14	43	0	1	0	4	140	6	5	10	32	65	55	964	189	12	3	224	106	5	3	23	0	42	6	24	0	2	0	0	0	0	0	1	0	0	4	0	0	6	0	70	0	0	0	3	0	0	1	0	0	69	8	0	32	1	800	0	128	57	29	55	0	0	26	0	0	1	1	0	44	1	5	1	0	11	15	8	133	9	0	0	0	37	9	0	0	11	39	51	22	13	390	17	0	1	7	26	9	0	0	8	82	3	3	0	0	1	0	0	0	0	63	17	30	0	0	332	0	41	0	24	0	0	5	0	0	0
Leptotrichia_hongkongensis	0	0	0	4	0	0	0	0	0	0	0	0	3	0	13	0	0	4	0	0	0	0	0	4	0	0	0	0	2	1	0	1	1	4	4	0	0	3	0	0	15	1	12	2	0	0	0	0	0	0	0	0	0	8	0	0	0	5	1	2	2	0	0	0	8	0	0	1	2	1	0	0	22	11	0	1	10	0	0	0	20	0	12	0	0	13	0	1	4	1	180	3	5	1	2	0	0	0	0	0	0	0	0	4	0	9	9	0	2	2	0	0	0	1	0	0	3	0	5	4	0	0	0	0	2	6	0	0	7	2	0	1	0	0	4	0	1	1	0	0	2	0	0	0	10	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	1	0	0	2	0	0	15	4	0	0	0	0	0	25	1	0	1	1	0	0	1	0	0	0	0	2	52	0	8	0	0	0	7	25	5	0	0	4	0	0	0	0	0	3	1	8	6	3	0	1	4	6	23	1	2	0	0	35	0	0	0	1	154	0	2	0	0	0	4	11	0	0	16	4	25	0	3	2	3	0	0	0	0
Leptotrichia_wadei	0	0	0	88	160	0	3	0	0	0	0	0	111	2	329	0	0	17	1	4	1	0	4	182	4	2	0	1	8	6	0	46	26	113	121	2	5	5	7	0	926	9	16	3	61	3	0	3	90	0	8	0	36	131	0	5	49	3	0	7	80	2	0	19	163	25	4	212	0	32	0	0	227	7	49	200	439	0	0	0	348	0	40	4	0	1	1	59	1	9	154	7	205	5	5	0	0	2	27	0	0	0	0	271	1	117	742	9	107	80	7	6	35	11	228	1	0	8	2	123	2	103	1	0	188	28	3	5	585	147	27	23	273	5	4	6	110	419	2	12	143	6	4	0	113	0	22	0	2	0	1	0	0	0	0	0	0	42	0	1	5	0	0	9	119	0	0	0	34	0	0	9	20	27	11	5	0	4	3	30	0	787	33	8	31	0	0	45	1	0	6	37	0	161	114	11	4	0	603	1	551	827	21	0	0	45	4	22	3	0	3	50	0	1381	334	98	6	0	101	67	1512	6	64	0	144	956	3	39	0	5	65	0	80	2	0	109	982	426	0	0	765	46	575	1	251	2	22	95	0	1	3
Acetobacter_syzygii	0	0	0	2	11	0	0	0	3	5	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	4	1	0	1	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	1	0	0	1	6	0	0	0	0	1	0	0	2	2	0	0	2	0	0	1	1	0	3	0	1	0	1	0	0	0	5	0	1	0	1	0	0	0	0	0	0	0	0	4	0	1	3	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	2	2	0	2	3	1	1	0	0	1	0	8	1	0	1	1	2	0	0	3	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	7	0	0	0	0	0	1	0	0	2	0	9	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	4	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	1	1	1	0	0	3	2	1	4	0	0	4	0	0	0	0	9	6	3	0	0	3	3	3	0	0	0	3	0	0	1	0
Pararhodospirillum_photometricum	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	1	1	0	2	1	2	0	0	0	0	0	2	0	0	3	0	0	1	0	4	2	0	0	2	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	6	0	0	0	4	3	1	0	4	0	1	3	0	0	5	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	4	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	0	0	0	1	0	0	0	0	1	0	1	0	0	2	0	0	0	0	1	0	6	0	1	0	2	0	0	0	0
Achromobacter_xylosoxidans	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	284	0	9	0	0	0	3	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	337	283	0	0	0	0	0	0	0	1	0	0	0	6	940	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	51	4	1	0	0	5	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
Burkholderia_cenocepacia	0	0	0	3	5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2	1	3	0	0	0	1	0	4	0	0	0	1	0	0	0	0	0	63	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	2	2	0	203	0	0	0	9	0	0	0	2	0	0	0	0	8	0	0	2	0	0	0	6	2732	0	10	2	0	0	1	3	5	0	1	2	0	0	11	0	1	0	0	16	0	0	0	0	5	1	0	5	0	7	0	0	0	0	0	0	0	0	0	1	0	2	2	0	1	1	1	0	0	5	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0	0	0	3	0	0	2	0	5	0	0	1	2	3	1	0	2	0	5	2	0	0	1	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	5	0	1	0	2	0	0	0	0
Cupriavidus_gilardii	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	10	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	78	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	14	0	1	6	0	0	12	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	21	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Lautropia_mirabilis	3	0	0	8	70	0	0	0	0	0	0	0	0	0	423	0	0	107	20	0	363	0	7	44	8	2	5	0	114	2	0	1	14	18	108	0	22	4	0	0	13	2	23	1	8	0	0	3	7	0	3	40	20	16	2	0	0	116	0	0	9	1	0	16	35	0	1	0	1	5	0	0	25	0	0	0	203	0	0	0	95	0	61	0	0	0	47	0	0	3	1	24	168	30	2837	0	0	1	0	0	0	0	0	14	25	1	58	3	6	74	21	1	0	9	90	0	0	12	1	200	5	11	0	9	46	22	0	0	1	0	22	44	42	1	0	1	14	64	0	701	40	6	53	26	17	0	9	0	114	0	23	0	4	1	0	0	0	4	0	5	0	0	0	1	36	0	1	0	0	0	0	3	166	0	0	0	0	32	4	20	0	87	4	13	239	0	0	39	0	0	0	3	3	170	180	11	425	0	0	0	8	0	182	0	0	0	46	0	2	0	10	0	0	0	0	65	28	0	39	0	102	135	0	13	19	20	8	2	0	4	961	0	7	0	0	26	4	0	0	0	368	27	485	0	23	4	40	3	0	52	2
Eikenella_corrodens	0	0	0	26	101	0	0	2	0	0	0	0	0	0	13	0	0	10	0	0	0	0	0	2	0	25	84	0	28	1	0	68	1	6	6	0	0	3	0	0	0	3	4	3	2	1	0	0	1	0	6	0	0	13	0	0	6	9	7	0	6	0	2	1	35	3	0	4	1	7	0	0	21	0	11	11	3	0	0	10	6	0	36	0	0	10	3	0	0	0	9	44	33	4	99	0	0	3	1	0	0	0	0	32	0	32	60	2	0	67	0	1	0	0	9	0	0	0	1	37	0	3	0	1	31	3	1	0	1	4	2	11	3	0	7	5	101	19	1	8	11	27	2	0	14	0	12	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	29	0	0	16	357	0	0	0	4	0	7	0	0	3	0	23	0	16	5	7	31	0	0	5	0	0	0	0	0	4	9	0	17	0	2	1	2	34	15	3	0	0	7	5	0	0	0	8	1	0	0	11	4	0	4	3	20	18	0	0	0	7	0	7	0	0	95	0	2	3	0	20	4	0	0	0	4	0	57	0	3	15	3	0	0	3	0
